house_id,amenity_id,amenity_name,description
636,10,Gym,A home gym equipped with various exercise machines and weights.
636,12,Smart Home Features,Smart home features including automated lighting and thermostats.
636,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
636,7,Basement,A large basement that can be used for storage or additional living space.
637,11,Security System,An advanced security system to keep your home safe and secure.
638,15,Laundry Room,A convenient laundry room with washer and dryer.
639,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
639,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
639,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
640,12,Smart Home Features,Smart home features including automated lighting and thermostats.
640,15,Laundry Room,A convenient laundry room with washer and dryer.
640,7,Basement,A large basement that can be used for storage or additional living space.
640,9,Home Office,A dedicated home office space for remote work or study.
641,10,Gym,A home gym equipped with various exercise machines and weights.
642,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
642,12,Smart Home Features,Smart home features including automated lighting and thermostats.
642,15,Laundry Room,A convenient laundry room with washer and dryer.
643,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
643,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
644,2,Garage,A spacious garage for secure vehicle parking and storage.
644,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
645,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
645,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
646,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
647,10,Gym,A home gym equipped with various exercise machines and weights.
647,9,Home Office,A dedicated home office space for remote work or study.
648,2,Garage,A spacious garage for secure vehicle parking and storage.
648,7,Basement,A large basement that can be used for storage or additional living space.
649,15,Laundry Room,A convenient laundry room with washer and dryer.
649,7,Basement,A large basement that can be used for storage or additional living space.
649,10,Gym,A home gym equipped with various exercise machines and weights.
649,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
649,11,Security System,An advanced security system to keep your home safe and secure.
650,12,Smart Home Features,Smart home features including automated lighting and thermostats.
650,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
650,13,Hardwood Floors,Elegant hardwood floors throughout the home.
651,10,Gym,A home gym equipped with various exercise machines and weights.
651,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
651,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
651,15,Laundry Room,A convenient laundry room with washer and dryer.
652,12,Smart Home Features,Smart home features including automated lighting and thermostats.
652,15,Laundry Room,A convenient laundry room with washer and dryer.
652,7,Basement,A large basement that can be used for storage or additional living space.
652,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
653,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
653,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
653,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
653,12,Smart Home Features,Smart home features including automated lighting and thermostats.
653,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
654,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
654,15,Laundry Room,A convenient laundry room with washer and dryer.
654,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
655,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
655,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
655,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
655,2,Garage,A spacious garage for secure vehicle parking and storage.
655,12,Smart Home Features,Smart home features including automated lighting and thermostats.
656,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
656,7,Basement,A large basement that can be used for storage or additional living space.
656,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
657,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
657,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
657,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
658,13,Hardwood Floors,Elegant hardwood floors throughout the home.
659,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
659,7,Basement,A large basement that can be used for storage or additional living space.
659,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
660,11,Security System,An advanced security system to keep your home safe and secure.
660,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
661,9,Home Office,A dedicated home office space for remote work or study.
661,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
661,10,Gym,A home gym equipped with various exercise machines and weights.
661,12,Smart Home Features,Smart home features including automated lighting and thermostats.
662,2,Garage,A spacious garage for secure vehicle parking and storage.
663,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
663,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
663,10,Gym,A home gym equipped with various exercise machines and weights.
664,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
664,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
664,15,Laundry Room,A convenient laundry room with washer and dryer.
664,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
664,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
665,15,Laundry Room,A convenient laundry room with washer and dryer.
665,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
665,7,Basement,A large basement that can be used for storage or additional living space.
665,10,Gym,A home gym equipped with various exercise machines and weights.
665,13,Hardwood Floors,Elegant hardwood floors throughout the home.
666,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
666,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
666,15,Laundry Room,A convenient laundry room with washer and dryer.
666,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
667,12,Smart Home Features,Smart home features including automated lighting and thermostats.
667,2,Garage,A spacious garage for secure vehicle parking and storage.
668,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
668,11,Security System,An advanced security system to keep your home safe and secure.
669,12,Smart Home Features,Smart home features including automated lighting and thermostats.
